																																							
	Species	Common Name(s)	Superior	Michigan	Huron	Erie	Ontario	St. Marys River	Huron Erie Corridor	Niagara River	Aerial/Terrestrial	Benthic	Limnetic	Littoral	Tributaries/Wetlands	BOLD Entry	Other Genetic Info	COL Accepted Name	Catalogue of Life Link	Class	Family	Coarse Grouping	Fine Grouping	ID Level	ITIS Accepted Name	ITIS URL	Introduction Source	Natural History Link	Notes	Order	Origin	Phylum	Reference (for Laurentian Great Lakes Occurrence)	Reference (for locations discovered)					
	Micropterus salmoides	largemouth bass/ American black bass/ black bass/ green bass/ green trout/ large-mouth bass/ largemouth black bass/ northern largemouth bass	X	X	X	X	X		X					X	X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Micropterus+salmoides&searchTax=Search+Taxonomy		Micropterus salmoides: (Lacep�de	1802)	www.catalogueoflife.org/col/details/species/id/9c33245e32a36f31b7bdd164ed1083af	Actinopterygii	Centrarchidae	gamefish	sunfish/bass	Species	Micropterus salmoides: (Lacep�de	1802)	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=168160#null	Native to St Lawrence River and Great Lakes	https://nas.er.usgs.gov/queries/greatLakes/FactSheet.aspx?SpeciesID=401&Potential=N&Type=0&HUCNumber=DGreatLakes		Perciformes	RangeExp	Chordata	Cudmore-Vokey & Crossman 2000	Cudmore-Vokey & Crossman 2000			
	Pomoxis annularis	white crappie/ calicos bass/ crappie/ speckled perch		X	X	X	X		X					X	X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Pomoxis+annularis&searchTax=Search+Taxonomy		Pomoxis annularis: Rafinesque	1818	www.catalogueoflife.org/col/details/species/id/4d6485daaae1aea5e8ab53b8c32b54b5	Actinopterygii	Centrarchidae	panfish	sunfish/bass	Species	Pomoxis annularis: Rafinesque	1818	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=168166#null	Native to Southern Great Lakes Region	https://nas.er.usgs.gov/queries/greatLakes/FactSheet.aspx?SpeciesID=408&Potential=N&Type=0&HUCNumber=DGreatLakes		Perciformes	RangeExp	Chordata	Cudmore-Vokey & Crossman 2000	Cudmore-Vokey & Crossman 2000			
	Pomoxis nigromaculatus	black crappie/ calico bass/ crappie/ crawpie/ grass bass/ moonfish/ oswego bass/ shiner/ speckled bass/ strawberry bass	X	X	X	X	X		X					X	X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Pomoxis+nigromaculatus&searchTax=Search+Taxonomy		Pomoxis nigromaculatus: (Lesueur	1829)	www.catalogueoflife.org/col/details/species/id/5518682069d4a0f100de04ef46e9ced4	Actinopterygii	Centrarchidae	panfish	sunfish/bass	Species	Pomoxis nigromaculatus: (Lesueur in Cuvier and Valenciennes	1829)	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=168167#null		http://www.ontariofishes.ca/fish_detail.php?FID=139		Perciformes	Native	Chordata	Cudmore-Vokey & Crossman 2000	Cudmore-Vokey & Crossman 2000			
	Neogobius melanostomus	round goby/ black spotted goby/ caspian round goby/ ginger goby	X	X	X	X	X		X			X			X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Neogobius+melanostomus&searchTax=Search+Taxonomy		Neogobius melanostomus: (Pallas	1814)	www.catalogueoflife.org/col/details/species/id/177d4e4157da3f0fc812bbfad62354e6	Actinopterygii	Gobiidae	not fished	goby	Species	Neogobius melanostomus: (Pallas	1814)	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=172072#null	Eurasia	http://www.ontariofishes.ca/fish_detail.php?FID=158		Perciformes	Introduced	Chordata	Cudmore-Vokey & Crossman 2000	Cudmore-Vokey & Crossman 2000			
	Proterorhinus semilunaris	tube-nosed goby/ tubenose goby/ tubenose blenny	X		X	X			X			X			X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Proterorhinus+semilunaris&searchTax=Search+Taxonomy		Proterorhinus semilunaris: (Heckel	1837)	www.catalogueoflife.org/col/details/species/id/db3b1bdf172fdd7d1ba03cd27685321e	Actinopterygii	Gobiidae	not fished	goby	Species	Proterorhinus marmoratus  (Pallas	1814)	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=172080#null	Eurasia	http://www.ontariofishes.ca/fish_detail.php?FID=159		Perciformes	Introduced	Chordata	Cudmore-Vokey & Crossman 2000	Cudmore-Vokey & Crossman 2000; Superior: Roth et al. 2012			
	Morone americana	white perch/ wreckfish/ sea perch	X	X	X	X	X		X					X	X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Morone+americana&searchTax=Search+Taxonomy		Morone americana: (Gmelin	1789)	www.catalogueoflife.org/col/details/species/id/05e97f693d6eaadb217bc3cf095d0a01	Actinopterygii	Moronidae	gamefish	temperate bass	Species	Morone americana: (Gmelin	1789)	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=167678#null	N.A. Atlantic coast	http://www.ontariofishes.ca/fish_detail.php?FID=127		Perciformes	Introduced	Chordata	Cudmore-Vokey & Crossman 2000	Cudmore-Vokey & Crossman 2000			
	Morone chrysops	white bass/ hybrid striped bass/ white perch	X	X	X	X	X		X					X	X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Morone+chrysops&searchTax=Search+Taxonomy		Morone chrysops: (Rafinesque	1820)	www.catalogueoflife.org/col/details/species/id/54c3b930ffa9f9107b0fa26646518eed	Actinopterygii	Moronidae	gamefish	temperate bass	Species	Morone chrysops: (Rafinesque	1820)	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=167682#null		http://www.ontariofishes.ca/fish_detail.php?FID=128		Perciformes	Native	Chordata	Cudmore-Vokey & Crossman 2000	Cudmore-Vokey & Crossman 2000			
	Morone mississippiensis	yellow bass/ barfish		X	X									X	X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Morone+mississippiensis&searchTax=Search+Taxonomy		Morone mississippiensis: Jordan & Eigenmann	1887	www.catalogueoflife.org/col/details/species/id/3a81819ce41eab3967479896cd676397	Actinopterygii	Moronidae	gamefish	temperate bass	Species	Morone mississippiensis: Jordan and Eigenmann in Eigenmann	1887	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=167683#null		https://nas.er.usgs.gov/queries/FactSheet.aspx?SpeciesID=785		Perciformes	Native	Chordata	Cudmore-Vokey & Crossman 2000	Cudmore-Vokey & Crossman 2000			
	Ammocrypta clara	western sand darter		X											X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Ammocrypta+clara&searchTax=Search+Taxonomy		Ammocrypta clara: Jordan & Meek	1885	www.catalogueoflife.org/col/details/species/id/2bab91d97bbc9b6c37590f638f87a2e7	Actinopterygii	Percidae	not fished	percid	Species	Ammocrypta clara: Jordan and Meek	1885	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=168515#null		https://nas.er.usgs.gov/queries/FactSheet.aspx?SpeciesID=806		Perciformes	Native	Chordata	Roth et al. 2012	Roth et al. 2012			
	Ammocrypta pellucida	eastern sand darter			X	X	X		X						X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Ammocrypta+pellucida&searchTax=Search+Taxonomy		Ammocrypta pellucida: (Putnam	1863)	www.catalogueoflife.org/col/details/species/id/e1342a676aceb9477469300fe9007e8b	Actinopterygii	Percidae	not fished	percid	Species	Ammocrypta pellucida: (Putnam	1863)	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=168517#null		http://www.ontariofishes.ca/fish_detail.php?FID=140		Perciformes	Native	Chordata	Cudmore-Vokey & Crossman 2000	Cudmore-Vokey & Crossman 2000; Ontario: Crossman & Van Meter 1979			
	Etheostoma blennioides	greenside darter		X	X	X	X		X					X	X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Etheostoma+blennioides&searchTax=Search+Taxonomy		Etheostoma blennioides: Rafinesque	1819	www.catalogueoflife.org/col/details/species/id/83c82d51667baecc5bf64bffcbf3d310	Actinopterygii	Percidae	not fished	percid	Species	Etheostoma blennioides: Rafinesque	1819	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=168375#null		http://www.ontariofishes.ca/fish_detail.php?FID=141		Perciformes	Native	Chordata	Cudmore-Vokey & Crossman 2000	Cudmore-Vokey & Crossman 2000; Michigan/Ontario: Roth et al. 2012			
	Etheostoma caeruleum	rainbow darter		X	X	X	X								X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Etheostoma+caeruleum&searchTax=Search+Taxonomy		Etheostoma caeruleum: Storer	1845	www.catalogueoflife.org/col/details/species/id/b736dc5274ad8d9b05661a4275160c2f	Actinopterygii	Percidae	not fished	percid	Species	Etheostoma caeruleum: Storer	1845	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=168378#null		http://www.ontariofishes.ca/fish_detail.php?FID=142		Perciformes	Native	Chordata	Cudmore-Vokey & Crossman 2000	Cudmore-Vokey & Crossman 2000			
	Etheostoma exile	Iowa darter/ weed darter/ yellowbelly	X	X	X	X	X		X					X	X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Etheostoma+exile&searchTax=Search+Taxonomy		Etheostoma exile: (Girard	1859)	www.catalogueoflife.org/col/details/species/id/236870b153c7140e44c9514208497c1d	Actinopterygii	Percidae	not fished	percid	Species	Etheostoma exile: (Girard	1859)	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=168393#null		http://www.ontariofishes.ca/fish_detail.php?FID=143		Perciformes	Native	Chordata	Cudmore-Vokey & Crossman 2000	Cudmore-Vokey & Crossman 2000			
	Etheostoma flabellare	fantail darter	X	X	X	X	X		X						X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Etheostoma+flabellare&searchTax=Search+Taxonomy		Etheostoma flabellare: Rafinesque	1819	www.catalogueoflife.org/col/details/species/id/c361deea4b65e4ba6d37b6df649340cc	Actinopterygii	Percidae	not fished	percid	Species	Etheostoma flabellare: Rafinesque	1819	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=168394#null		http://www.ontariofishes.ca/fish_detail.php?FID=144		Perciformes	Native	Chordata	Cudmore-Vokey & Crossman 2000	Cudmore-Vokey & Crossman 2000			
	Etheostoma microperca	least darter	X	X	X	X	X		X						X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Etheostoma+microperca&searchTax=Search+Taxonomy		Etheostoma microperca: Jordan & Gilbert	1888	www.catalogueoflife.org/col/details/species/id/2ffc9754c65444d02644825966eccbea	Actinopterygii	Percidae	not fished	percid	Species	Etheostoma microperca: Jordan and Gilbert in Jordan	1888	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=168411#null		http://www.ontariofishes.ca/fish_detail.php?FID=145		Perciformes	Native	Chordata	Cudmore-Vokey & Crossman 2000	Other lakes: Cudmore-Vokey & Crossman 2000; Erie: Roth et al. 2012			
	Etheostoma nigrum	johnny darter	X	X	X	X	X		X					X	X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Etheostoma+nigrum&searchTax=Search+Taxonomy		Etheostoma nigrum: Rafinesque	1820	www.catalogueoflife.org/col/details/species/id/6739b6f029105db5bff8b8d28e2147a0	Actinopterygii	Percidae	not fished	percid	Species	Etheostoma nigrum: Rafinesque	1820	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=168369#null		http://www.ontariofishes.ca/fish_detail.php?FID=146		Perciformes	Native	Chordata	Cudmore-Vokey & Crossman 2000	Cudmore-Vokey & Crossman 2000			
	Etheostoma olmstedi	tessellated darter					X							X	X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Etheostoma+olmstedi&searchTax=Search+Taxonomy		Etheostoma olmstedi: Storer	1842	www.catalogueoflife.org/col/details/species/id/615362602560cc9e8b794f381490159d	Actinopterygii	Percidae	not fished	percid	Species	Etheostoma olmstedi: Storer	1842	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=168360#null		http://www.ontariofishes.ca/fish_detail.php?FID=147		Perciformes	Native	Chordata	Cudmore-Vokey & Crossman 2000	Cudmore-Vokey & Crossman 2000			
	Etheostoma spectabile	orangethroat darter		X		X									X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Etheostoma+spectabile&searchTax=Search+Taxonomy		Etheostoma spectabile: (Agassiz	1854)	www.catalogueoflife.org/col/details/species/id/bd8f889d5e80f75f81de117bf91f1309	Actinopterygii	Percidae	not fished	percid	Species	Etheostoma spectabile: (Agassiz	1854)	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=168368#null			potential invader	Perciformes	Native	Chordata	Cudmore-Vokey & Crossman 2000	Roth et al. 2012			
	Etheostoma zonale	banded darter		X		X									X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Etheostoma+zonale&searchTax=Search+Taxonomy		Etheostoma zonale: (Cope	1868)	www.catalogueoflife.org/col/details/species/id/f0e3c0d010d6af65e5b4a325c5862835	Actinopterygii	Percidae	not fished	percid	Species	Etheostoma zonale: (Cope	1868)	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=168449#null			potential invader	Perciformes	Native	Chordata	Cudmore-Vokey & Crossman 2000	Roth et al. 2012			
	Gymnocephalus cernuus	ruffe/ blacktail/ pope	X	X	X										X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Gymnocephalus+cernuus&searchTax=Search+Taxonomy		Gymnocephalus cernua:�(Linnaeus	1758)	http://www.catalogueoflife.org/col/details/species/id/349c65df03755f01c50de8bc74868fd5	Actinopterygii	Percidae	not fished	percid	Species	Gymnocephalus cernuus: (Linnaeus	1758)	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=168520#null	Eurasia	http://www.ontariofishes.ca/fish_detail.php?FID=148		Perciformes	Introduced	Chordata	Cudmore-Vokey & Crossman 2000	Cudmore-Vokey & Crossman 2000; Michigan: Roth et al. 2012			
	Perca flavescens	yellow perch/ American perch/ American yellow perch/ lake perch/ perch	X	X	X	X	X		X					X	X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Perca+flavescens&searchTax=Search+Taxonomy		Perca flavescens: (Mitchill	1814)	www.catalogueoflife.org/col/details/species/id/593aaa7c79677b093fe94582a14d3f94	Actinopterygii	Percidae	panfish	percid	Species	Perca flavescens: (Mitchill	1814)	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=168469#null		http://www.ontariofishes.ca/fish_detail.php?FID=149		Perciformes	Native	Chordata	Cudmore-Vokey & Crossman 2000	Cudmore-Vokey & Crossman 2000			
	Percina caprodes	log perch/ logperch/ manitou darter/ zebra fish	X	X	X	X	X		X					X	X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Percina+caprodes&searchTax=Search+Taxonomy		Percina caprodes: (Rafinesque	1818)	www.catalogueoflife.org/col/details/species/id/e03449e960eb86490df438752e7fbd6e	Actinopterygii	Percidae	not fished	percid	Species	Percina caprodes: (Rafinesque	1818)	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=168472#null		http://www.ontariofishes.ca/fish_detail.php?FID=150		Perciformes	Native	Chordata	Cudmore-Vokey & Crossman 2000	Cudmore-Vokey & Crossman 2000			
	Percina copelandi	channel darter			X	X	X		X					X	X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Percina+copelandi&searchTax=Search+Taxonomy		Percina copelandi: (Jordan	1877)	www.catalogueoflife.org/col/details/species/id/5569d3de4fc8a9a9e3171c6dd0acbd83	Actinopterygii	Percidae	not fished	percid	Species	Percina copelandi: (Jordan	1877)	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=168480#null		http://www.ontariofishes.ca/fish_detail.php?FID=151		Perciformes	Native	Chordata	Cudmore-Vokey & Crossman 2000	Cudmore-Vokey & Crossman 2000			
	Percina maculata	blackside darter		X	X	X	X		X						X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Percina+maculata&searchTax=Search+Taxonomy		Percina maculata: (Girard	1859)	www.catalogueoflife.org/col/details/species/id/5235972e4b4e274d21311abe26ba0354	Actinopterygii	Percidae	not fished	percid	Species	Percina maculata: (Girard	1859)	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=168488#null		http://www.ontariofishes.ca/fish_detail.php?FID=152		Perciformes	Native	Chordata	Cudmore-Vokey & Crossman 2000	Cudmore-Vokey & Crossman 2000			
	Percina phoxocephala	slenderhead darter		X											X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Percina+phoxocephala&searchTax=Search+Taxonomy		Percina phoxocephala: (Nelson	1876)	www.catalogueoflife.org/col/details/species/id/2a451e2958e31ab7a9691a545eed7263	Actinopterygii	Percidae	not fished	percid	Species	Percina phoxocephala: (Nelson	1876)	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=168494#null				Perciformes	Native	Chordata	Roth et al. 2012	Roth et al. 2012			
	Percina shumardi	river darter		X	X	X			X						X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Percina+shumardi&searchTax=Search+Taxonomy		Percina shumardi: (Girard	1859)	www.catalogueoflife.org/col/details/species/id/fb92f30aebc982fae90d7efa6511e994	Actinopterygii	Percidae	not fished	percid	Species	Percina shumardi: (Girard	1859)	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=168497#null	Native to L. Hudson and Ontario	https://nas.er.usgs.gov/queries/greatLakes/FactSheet.aspx?SpeciesID=826&Potential=N&Type=0&HUCNumber=DGreatLakes		Perciformes	RangeExp	Chordata	Cudmore-Vokey & Crossman 2000	Cudmore-Vokey & Crossman 2000			
	Sandercanadensis	sauger/ pike perch/ sand pickerel/ sand pike	X	X	X	X	X		X					X	X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Sander+canadensis&searchTax=Search+Taxonomy		Sander canadensis: (Griffith & Smith	1834)	www.catalogueoflife.org/col/details/species/id/c9aeb9a0a71d22c1fbb3bf73df0eccf5	Actinopterygii	Percidae	gamefish	percid	Species	Sander canadensis: (Griffith and Smith	1834)	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=650171#null		http://www.ontariofishes.ca/fish_detail.php?FID=154		Perciformes	Native	Chordata	Cudmore-Vokey & Crossman 2000	Cudmore-Vokey & Crossman 2000			
	Sandervitreus	walleye/ blue pike/ dory/ glass eye/ gray pike/ green pike/ jack salmon/ marble eye/ okow/ pickerel/ pike-perch/ wall(-)eyed pickerel or pike or perch/ yellow pickerel or pike or perch/ yellow walleye	X	X	X	X	X		X					X	X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Sander+vitreus&searchTax=Search+Taxonomy		Sander vitreus: (Mitchill	1818)	www.catalogueoflife.org/col/details/species/id/ebc6c3686e0e1e26d0d48746d2e2310c	Actinopterygii	Percidae	gamefish	percid	Species	Sander vitreus: (Mitchill	1818)	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=650173#null		http://www.ontariofishes.ca/fish_detail.php?FID=156		Perciformes	Native	Chordata	Cudmore-Vokey & Crossman 2000	Cudmore-Vokey & Crossman 2000			
	Aplodinotus grunniens	freshwater drum/ sheephead/ sheepshead	X	X	X	X	X		X			X		X	X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Aplodinotus+grunniens&searchTax=Search+Taxonomy		Aplodinotus grunniens: Rafinesque	1819	www.catalogueoflife.org/col/details/species/id/d5f6f8feaf49905e549e1ba9e5a380fe	Actinopterygii	Sciaenidae	roughfish	drum	Species	Aplodinotus grunniens: Rafinesque	1819	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=169364#null	Native to Lakes Michigan	 Huron	 Erie	 and Ontario	https://nas.er.usgs.gov/queries/greatLakes/FactSheet.aspx?SpeciesID=946&Potential=N&Type=0&HUCNumber=DGreatLakes		Perciformes	RangeExp	Chordata	Cudmore-Vokey & Crossman 2000	Cudmore-Vokey & Crossman 2000
	Aphredoderus sayanus	pirate perch		X	X	X	X							X	X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Aphredoderus+sayanus&searchTax=Search+Taxonomy		Aphredoderus sayanus: (Gilliams	1824)	www.catalogueoflife.org/col/details/species/id/25cf47619c066f6cb9a47e96e1fbde62	Actinopterygii	Aphredoderidae	not fished	pirateperch	Species	Aphredoderus sayanus: (Gilliams	1824)	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=164405#null		https://nas.er.usgs.gov/queries/FactSheet.aspx?SpeciesID=313		Percopsiformes�	Native	Chordata	Cudmore-Vokey & Crossman 2000	Cudmore-Vokey & Crossman 2000			
	Percopsis omiscomaycus	trout perch/ silver chub/ trout-perch	X	X	X	X	X		X					X	X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Percopsis+omiscomaycus&searchTax=Search+Taxonomy		Percopsis omiscomaycus: (Walbaum	1792)	www.catalogueoflife.org/col/details/species/id/9fb8728f4e0fc8a9cf1ddbfc6fd232d5	Actinopterygii	Percopsidae	not fished	troutperch	Species	Percopsis omiscomaycus: (Walbaum	1792)	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=164409#null		http://www.ontariofishes.ca/fish_detail.php?FID=113		Percopsiformes�	Native	Chordata	Cudmore-Vokey & Crossman 2000	Cudmore-Vokey & Crossman 2000			
	Coregonus artedi	cisco/ lake herring/ lakefish/ tullibee/ chub/ lake cisco	X	X	X	X	X					X	X		X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Coregonus+artedi&searchTax=Search+Taxonomy		Coregonus artedi: Lesueur	1818	www.catalogueoflife.org/col/details/species/id/23ac7c4235134515a2c0b2ffe2de27d8	Actinopterygii	Salmonidae	panfish	trout/salmon/whitefish	Species	Coregonus artedi: Lesueur	1818	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=623384#null		http://www.ontariofishes.ca/fish_detail.php?FID=85		Salmoniformes	Native	Chordata	Cudmore-Vokey & Crossman 2000	Cudmore-Vokey & Crossman 2000			
	Coregonus clupeaformis	lake whitefish/ common whitefish/ eastern whitefish/ gizzard fish/ Great Lakes whitefish/ humpback whitefish/ inland whitefish/ sault whitefish/ whitefish	X	X	X	X	X		X			X	X	X	X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Coregonus+clupeaformis&searchTax=Search+Taxonomy		Coregonus clupeaformis: (Mitchill	1818)	www.catalogueoflife.org/col/details/species/id/bff294c53055b4bed4536052ae97ca68	Actinopterygii	Salmonidae	panfish	trout/salmon/whitefish	Species	Coregonus clupeaformis: (Mitchill	1818)	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=161941#null		http://www.ontariofishes.ca/fish_detail.php?FID=86		Salmoniformes	Native	Chordata	Cudmore-Vokey & Crossman 2000	Cudmore-Vokey & Crossman 2000			
	Coregonus hoyi	bloater	X	X	X		X					X	X			http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Coregonus+hoyi&searchTax=Search+Taxonomy		Coregonus hoyi: (Milner	1874)	www.catalogueoflife.org/col/details/species/id/ffa75107104aa6bca5e5cc51e56f0c36	Actinopterygii	Salmonidae	panfish	trout/salmon/whitefish	Species	Coregonus hoyi: (Milner	1874)	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=623394#null		http://www.ontariofishes.ca/fish_detail.php?FID=87		Salmoniformes	Native	Chordata	Cudmore-Vokey & Crossman 2000	Cudmore-Vokey & Crossman 2000			
	Coregonus kiyi	kiyi	X	X	X		X					X	X			http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Coregonus+kiyi&searchTax=Search+Taxonomy		Coregonus kiyi: (Koelz	1921)	www.catalogueoflife.org/col/details/species/id/f4f1eac68b3709855e270deaf4f9ce7b	Actinopterygii	Salmonidae	panfish	trout/salmon/whitefish	Species	Coregonus kiyi: (Koelz	1921)	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=161945#null		http://www.ontariofishes.ca/fish_detail.php?FID=89		Salmoniformes	Native	Chordata	Cudmore-Vokey & Crossman 2000	Cudmore-Vokey & Crossman 2000			
	Coregonus reighardi	shortnose cisco/ chub/ cisco/ greaser/ reighard cisco/ shortnose chub	?	Extirpated	Extirpated		Extirpated						X			BOLD has genus	but not this species (checked Aug 2022)		Coregonus reighardi: (Koelz	1924)	www.catalogueoflife.org/col/details/species/id/32c6755efd311b359c408a8dfe396462	Actinopterygii	Salmonidae	panfish	trout/salmon/whitefish	Species	Coregonus reighardi: (Koelz	1924)	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=161947#null		http://www.ontariofishes.ca/fish_detail.php?FID=92	Existence still argued: USGS recognizes species; others say extinct or not separate species.	Salmoniformes	Native	Chordata	Cudmore-Vokey & Crossman 2000	Cudmore-Vokey & Crossman 2000		
	Coregonus zenithicus	shortjaw cisco/ Lake Superior longjaw/ light-back tullibee/ longjaw cisco/ pale-back tullibee/ shortjaw chub	?	Extirpated	Extirpated								X		X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Coregonus+zenithicus&searchTax=Search+Taxonomy		Coregonus zenithicus: (Jordan & Evermann	1909)	www.catalogueoflife.org/col/details/species/id/7e0930d77298d6ea658601a81b7956d3	Actinopterygii	Salmonidae	panfish	trout/salmon/whitefish	Species	Coregonus zenithicus: (Jordan and Evermann	1909)	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=161948#null		http://www.ontariofishes.ca/fish_detail.php?FID=93	Extirpated in Lakes Huron & Michigan per Hoff & Todd 2004	 status in Superior uncertain.	Salmoniformes	Native	Chordata	Cudmore-Vokey & Crossman 2000	Cudmore-Vokey & Crossman 2000		
	Oncorhynchus gorbuscha	pink salmon/humpback(ed) salmon/ humpie/ humpy/ pink/ slimy	X	X	X	X	X						X	X	X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Oncorhynchus+gorbuscha&searchTax=Search+Taxonomy		Oncorhynchus gorbuscha: (Walbaum	1792)	www.catalogueoflife.org/col/details/species/id/aca2100f0d8b588fdcdb3ea486c7111c	Actinopterygii	Salmonidae	gamefish	trout/salmon/whitefish	Species	Oncorhynchus gorbuscha: (Walbaum	1792)	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=161975#null	N.A. Pacific coast	http://www.ontariofishes.ca/fish_detail.php?FID=94		Salmoniformes	Introduced	Chordata	Cudmore-Vokey & Crossman 2000	Cudmore-Vokey & Crossman 2000			
