processid	bin_uri	order_name	lat	lon	country	hemisphere	lat_bin	lat_max	lat_mid	lat_min	lat_band	continent	lat_median
WAMAM769-10	BOLD:AAM1449	Anura	-34.025	118.133	Australia	Southern	11	-30	-35	-40	11	Oceania	-33.6166
WAMAM777-10	BOLD:AAM1449	Anura	-34.025	118.133	Australia	Southern	11	-30	-35	-40	11	Oceania	-33.6166
WAMAM852-10	BOLD:AAM1490	Anura	-29.1333	115.35	Australia	Southern	10	-20	-25	-30	10	Oceania	-23.88
ABR810-13	BOLD:AAC5452	Anura	8.916	-78.629	Panama	Northern	7	10	5	0	7	Americas	7.756
AMPAS002-05	BOLD:AAA3971	Anura	42.876	-78.998	Canada	Northern	3	50	45	40	3	Americas	43.0306
AMPSA088-12	BOLD:ABX1944	Anura	-13.1628	27.7552	Zambia	Southern	9	-10	-15	-20	9	Africa	-15.5944
BIFZH257-17	BOLD:ADO0048	Anura	-3.36535	133.838	Indonesia	Southern	8	0	-5	-10	8	Asia	-5.04883
BSACU092-11	BOLD:AAT9115	Anura	19.95	-76.75	Cuba	Northern	6	20	15	10	6	Americas	12.4342
BSAMP1138-09	BOLD:AAC2290	Anura	9.265	-79.508	Panama	Northern	7	10	5	0	7	Americas	7.756
BSECO147-11	BOLD:ABU5671	Anura	5.201	-73.1822	Colombia	Northern	7	10	5	0	7	Americas	7.756
BSECO154-11	BOLD:ABA0313	Anura	5.201	-73.1834	Colombia	Northern	7	10	5	0	7	Americas	7.756
CNPVT106-16	BOLD:AAA3971	Anura	44.4569	-65.2745	Canada	Northern	3	50	45	40	3	Americas	43.0306
DBAFI013-12	BOLD:ACA3450	Anura	-15.207	-56.348	Brazil	Southern	9	-10	-15	-20	9	Americas	-15.5944
DBAFI1496-14	BOLD:ACA3449	Anura	-23.666	-45.908	Brazil	Southern	10	-20	-25	-30	10	Americas	-23.88
DBAFI217-12	BOLD:ACA3343	Anura	-19.488	-43.613	Brazil	Southern	9	-10	-15	-20	9	Americas	-15.5944
FBHER138-10	BOLD:AAL6663	Anura	48.83	12.82	Germany	Northern	3	50	45	40	3	Europe	43.0306
GBAP1337-12	BOLD:ACB3700	Anura	-19.0416	46.6849	Madagascar	Southern	9	-10	-15	-20	9	Africa	-15.5944
GBAP1933-13	BOLD:ACH2648	Anura	-19.0416	46.6849	Madagascar	Southern	9	-10	-15	-20	9	Africa	-15.5944
GBAP4381-13	BOLD:ACH7745	Anura	-19.0416	46.6849	Madagascar	Southern	9	-10	-15	-20	9	Africa	-15.5944
GBAP5008-15	BOLD:ACB3504	Anura	38.0733	104.691	China	Northern	4	40	35	30	4	Asia	38.0733
GBAP907-09	BOLD:AAA8333	Anura	0.9416	128.267	Indonesia	Northern	7	10	5	0	7	Asia	7.756
GBMNB2352-20	BOLD:ACF9137	Anura	-23.8496	-45.3665	Brazil	Southern	10	-20	-25	-30	10	Americas	-23.88
GBMNB2372-20	BOLD:ACF9137	Anura	-23.373	-44.8354	Brazil	Southern	10	-20	-25	-30	10	Americas	-23.88
JBJF204-09	BOLD:AAC9195	Anura	29.63	119.644	China	Northern	5	30	25	20	5	Asia	23.8744
JBJF224-09	BOLD:AAD5289	Anura	30.032	110.483	China	Northern	4	40	35	30	4	Asia	38.0733
LIN171-06	BOLD:AAA6596	Anura	-1.73684	120.223	Indonesia	Southern	8	0	-5	-10	8	Asia	-5.04883
MXHER173-09	BOLD:AAB8400	Anura	19.501	-105.053	Mexico	Northern	6	20	15	10	6	Americas	12.4342
TPZAN152-18	BOLD:AAX0674	Anura	24.8989	121.567	Taiwan	Northern	5	30	25	20	5	Asia	23.8744
WAMAL057-10	BOLD:AAU2365	Anura	-15.7483	125.374	Australia	Southern	9	-10	-15	-20	9	Oceania	-15.5944
WAMAL308-10	BOLD:AAT9369	Anura	-31.3	119.65	Australia	Southern	11	-30	-35	-40	11	Oceania	-33.6166
WAMAL447-10	BOLD:AAT9131	Anura	-34.6833	115.633	Australia	Southern	11	-30	-35	-40	11	Oceania	-33.6166
WAMAL555-10	BOLD:AAT9833	Anura	-21.3333	124.75	Australia	Southern	10	-20	-25	-30	10	Oceania	-23.88
WAMAL731-10	BOLD:AAT9369	Anura	-32.4675	123.168	Australia	Southern	11	-30	-35	-40	11	Oceania	-33.6166
WAMAM076-10	BOLD:AAO1712	Anura	-15.8688	125.606	Australia	Southern	9	-10	-15	-20	9	Oceania	-15.5944
WAMID005-10	BOLD:AAW0034	Anura	-8.2166	114.5	Indonesia	Southern	8	0	-5	-10	8	Asia	-5.04883
BSACU117-11	BOLD:AAU0071	Anura	20.341	-74.55	Cuba	Northern	5	30	25	20	5	Americas	23.8744
BSAMP052-07	BOLD:AAC2858	Anura	8.667	-80.592	Panama	Northern	7	10	5	0	7	Americas	7.756
BSAMP620-08	BOLD:AAC6124	Anura	9.231	-79.403	Panama	Northern	7	10	5	0	7	Americas	7.756
BSAMP883-09	BOLD:AAB3747	Anura	7.756	-77.684	Panama	Northern	7	10	5	0	7	Americas	7.756
FBHER043-09	BOLD:AAC2139	Anura	48.168	11.504	Germany	Northern	3	50	45	40	3	Europe	43.0306
GBAP0092-06	BOLD:AAI7460	Anura	-19.0416	46.6849	Madagascar	Southern	9	-10	-15	-20	9	Africa	-15.5944
GBAP11672-19	BOLD:ACC1401	Anura	4.18775	-72.6445	Colombia	Northern	7	10	5	0	7	Americas	7.756
GBAP11694-19	BOLD:ACC1708	Anura	2.96683	-78.1743	Colombia	Northern	7	10	5	0	7	Americas	7.756
GBAP12093-19	BOLD:AEH7379	Anura	-11.5246	-54.3552	Brazil	Southern	9	-10	-15	-20	9	Americas	-15.5944
GBAP12343-19	BOLD:ADK3213	Anura	-1.56427	-78.463	Ecuador	Southern	8	0	-5	-10	8	Americas	-5.04883
GBAP12400-19	BOLD:AAD9252	Anura	36.4024	127.762	South Korea	Northern	4	40	35	30	4	Asia	38.0733
GBAP1784-13	BOLD:AAW7580	Anura	-19.0416	46.6849	Madagascar	Southern	9	-10	-15	-20	9	Africa	-15.5944
GBCOC7815-23	BOLD:ADK4473	Anura	29.7719	94.7321	China	Northern	5	30	25	20	5	Asia	23.8744
GBMAB894-15	BOLD:ACW0952	Anura	-7.15691	144.835	Papua New Guinea	Southern	8	0	-5	-10	8	Oceania	-5.04883
GBMIN92949-17	BOLD:ADJ5861	Anura	-1.56427	-78.463	Ecuador	Southern	8	0	-5	-10	8	Americas	-5.04883
GBMIN93390-17	BOLD:ADK5555	Anura	-16.7312	-64.4521	Bolivia	Southern	9	-10	-15	-20	9	Americas	-15.5944
IMSAM451-09	BOLD:AAA3241	Anura	36.8731	8.33703	Algeria	Northern	4	40	35	30	4	Africa	38.0733
LIN020-06	BOLD:AAA3770	Anura	0.83829	123.16	Indonesia	Northern	7	10	5	0	7	Asia	7.756
LIN043-06	BOLD:AAA3770	Anura	0.83829	123.16	Indonesia	Northern	7	10	5	0	7	Asia	7.756
LIN243-06	BOLD:AAC2851	Anura	-1.3217	120.308	Indonesia	Southern	8	0	-5	-10	8	Asia	-5.04883
MLANF018-13	BOLD:AAK1049	Anura	-37.7128	-61.7581	Argentina	Southern	11	-30	-35	-40	11	Americas	-33.6166
MYARA183-17	BOLD:ACT0472	Anura	12.4475	99.1619	Myanmar	Northern	6	20	15	10	6	Asia	12.4342
WAMAM369-10	BOLD:AAM1880	Anura	-35.0333	117.817	Australia	Southern	11	-30	-35	-40	11	Oceania	-33.6166
WAMAM417-10	BOLD:AAP1203	Anura	-34.9166	116.533	Australia	Southern	11	-30	-35	-40	11	Oceania	-33.6166
WAMAM617-10	BOLD:AAM1449	Anura	-28.1023	114.556	Australia	Southern	10	-20	-25	-30	10	Oceania	-23.88
WAMAM713-10	BOLD:AAM2707	Anura	-21.5833	117.067	Australia	Southern	10	-20	-25	-30	10	Oceania	-23.88
WAMAM842-10	BOLD:AAM1879	Anura	-33.5333	116.033	Australia	Southern	11	-30	-35	-40	11	Oceania	-33.6166
WAMIB003-10	BOLD:AAC9768	Anura	-6.5666	106.75	Indonesia	Southern	8	0	-5	-10	8	Asia	-5.04883
WAMID038-10	BOLD:AAT9081	Anura	-9.6166	120.233	Indonesia	Southern	8	0	-5	-10	8	Asia	-5.04883
ADNUS001-12	BOLD:ACC1297	Anura	7.68	-78.2	Panama	Northern	7	10	5	0	7	Americas	7.756
AMPSA035-12	BOLD:AAA9705	Anura	-11.8311	31.4258	Zambia	Southern	9	-10	-15	-20	9	Africa	-15.5944
BSAMP993-09	BOLD:AAB0560	Anura	7.762	-77.724	Panama	Northern	7	10	5	0	7	Americas	7.756
DBABA655-12	BOLD:ACA3822	Anura	-26.421	-51.299	Brazil	Southern	10	-20	-25	-30	10	Americas	-23.88
EVACC015-12	BOLD:AAJ9508	Anura	9.344	-79.771	Panama	Northern	7	10	5	0	7	Americas	7.756
EVACC183-12	BOLD:ACA7903	Anura	9.31985	-79.2889	Panama	Northern	7	10	5	0	7	Americas	7.756
GBAP1840-13	BOLD:ACH2981	Anura	-19.0416	46.6849	Madagascar	Southern	9	-10	-15	-20	9	Africa	-15.5944
GBAP20412-19	BOLD:AEB5870	Anura	32.5332	-96.488	United States	Northern	4	40	35	30	4	Americas	38.0733
GBAP2353-13	BOLD:AAF4233	Anura	40.365	-3.65163	Spain	Northern	3	50	45	40	3	Europe	43.0306
GBAP4971-15	BOLD:ACB3504	Anura	38.0733	104.691	China	Northern	4	40	35	30	4	Asia	38.0733
GBAP5152-15	BOLD:ACB3504	Anura	38.0733	104.691	China	Northern	4	40	35	30	4	Asia	38.0733
GBAP846-09	BOLD:AAC6638	Anura	0.7009	127.591	Indonesia	Northern	7	10	5	0	7	Asia	7.756
GBCOC3081-23	BOLD:AFT4545	Anura	33.2576	104.249	China	Northern	4	40	35	30	4	Asia	38.0733
GBCOC3182-23	BOLD:AAH9725	Anura	28.8361	100.351	China	Northern	5	30	25	20	5	Asia	23.8744
GBMAB634-15	BOLD:ACW0957	Anura	-19.0416	46.6849	Madagascar	Southern	9	-10	-15	-20	9	Africa	-15.5944
GBMIN93302-17	BOLD:ACA5640	Anura	-1.56427	-78.463	Ecuador	Southern	8	0	-5	-10	8	Americas	-5.04883
GBMIN93317-17	BOLD:ACC6241	Anura	-1.56427	-78.463	Ecuador	Southern	8	0	-5	-10	8	Americas	-5.04883
IMSAM109-09	BOLD:AAA3241	Anura	37.5839	10.8481	Tunisia	Northern	4	40	35	30	4	Africa	38.0733
IQHLM079-06	BOLD:AAA5395	Anura	0.3233	127.799	Indonesia	Northern	7	10	5	0	7	Asia	7.756
JTAMA161-12	BOLD:ACB7818	Anura	15.727	-87.454	Honduras	Northern	6	20	15	10	6	Americas	12.4342
LIN241-06	BOLD:AAA6597	Anura	-2.8227	118.858	Indonesia	Southern	8	0	-5	-10	8	Asia	-5.04883
MYARA060-17	BOLD:ADG2768	Anura	12.4039	99.1311	Myanmar	Northern	6	20	15	10	6	Asia	12.4342
MYARA274-17	BOLD:ADG3372	Anura	17.0444	96.1066	Myanmar	Northern	6	20	15	10	6	Asia	12.4342
NPAMV583-10	BOLD:AAC3625	Anura	11.422	107.418	Vietnam	Northern	6	20	15	10	6	Asia	12.4342
SDP113041-15	BOLD:ADE1167	Anura	20.1214	-155.571	United States	Northern	5	30	25	20	5	Americas	23.8744
WAMAL187-10	BOLD:AAT9833	Anura	-21.7833	114.85	Australia	Southern	10	-20	-25	-30	10	Oceania	-23.88
WAMAL568-10	BOLD:AAT9165	Anura	-14.8333	125.733	Australia	Southern	9	-10	-15	-20	9	Oceania	-15.5944
WAMAM293-10	BOLD:AAM1938	Anura	-16.323	124.759	Australia	Southern	9	-10	-15	-20	9	Oceania	-15.5944
AMPSA121-12	BOLD:ACA5836	Anura	-32.691	23.817	South Africa	Southern	11	-30	-35	-40	11	Africa	-33.6166
BSAMP089-07	BOLD:AAC5451	Anura	8.667	-80.592	Panama	Northern	7	10	5	0	7	Americas	7.756
BSAMP107-07	BOLD:AAB5895	Anura	8.667	-80.592	Panama	Northern	7	10	5	0	7	Americas	7.756
BSAMP714-09	BOLD:AAB0912	Anura	9.32	-79.289	Panama	Northern	7	10	5	0	7	Americas	7.756
BSAMP731-09	BOLD:AAB9732	Anura	9.274	-79.317	Panama	Northern	7	10	5	0	7	Americas	7.756
DBABA362-12	BOLD:ACA3338	Anura	-23.863	-45.362	Brazil	Southern	10	-20	-25	-30	10	Americas	-23.88
DBABA550-12	BOLD:ACA3759	Anura	-15.807	-54.912	Brazil	Southern	9	-10	-15	-20	9	Americas	-15.5944
DBAFI383-13	BOLD:ACG0936	Anura	-21.88	-41.917	Brazil	Southern	10	-20	-25	-30	10	Americas	-23.88
DBAFI504-13	BOLD:AAI7867	Anura	-9.905	-54.922	Brazil	Southern	8	0	-5	-10	8	Americas	-5.04883
DBAFI744-13	BOLD:ACF6188	Anura	-18.779	-48.224	Brazil	Southern	9	-10	-15	-20	9	Americas	-15.5944
EVACC070-12	BOLD:ACF5685	Anura	8.63312	-80.0767	Panama	Northern	7	10	5	0	7	Americas	7.756
GBAP20303-19	BOLD:ACE0747	Anura	9.358	-83.229	Costa Rica	Northern	7	10	5	0	7	Americas	7.756
GBAP2323-13	BOLD:AAF4233	Anura	40.365	-3.65163	Spain	Northern	3	50	45	40	3	Europe	43.0306
GBAP3840-13	BOLD:ACI1925	Anura	-35.7336	-71.5478	Chile	Southern	11	-30	-35	-40	11	Americas	-33.6166
GBAP4946-15	BOLD:ACB3504	Anura	38.0733	104.691	China	Northern	4	40	35	30	4	Asia	38.0733
GBAP5074-15	BOLD:ACS5262	Anura	38.0733	104.691	China	Northern	4	40	35	30	4	Asia	38.0733
GBCOC2352-23	BOLD:ADC9938	Anura	40.2674	114.815	China	Northern	3	50	45	40	3	Asia	43.0306
GBCOC2374-23	BOLD:ACH5614	Anura	40.2728	114.853	China	Northern	3	50	45	40	3	Asia	43.0306
GBMIN92756-17	BOLD:ACD2618	Anura	38.0733	104.691	China	Northern	4	40	35	30	4	Asia	38.0733
GBMND41262-21	BOLD:AAA5395	Anura	-0.78333	127.367	Indonesia	Southern	8	0	-5	-10	8	Asia	-5.04883
IMSAM409-09	BOLD:AAA3240	Anura	32.5131	-4.48278	Morocco	Northern	4	40	35	30	4	Africa	38.0733
IMSAM569-12	BOLD:AAE7180	Anura	41.3371	-0.93186	Spain	Northern	3	50	45	40	3	Europe	43.0306
LIN086-06	BOLD:ACE8268	Anura	0.53559	122.359	Indonesia	Northern	7	10	5	0	7	Asia	7.756
LIN250-06	BOLD:AAA6596	Anura	-1.43346	120.308	Indonesia	Southern	8	0	-5	-10	8	Asia	-5.04883
QUANH047-18	BOLD:ADP0523	Anura	13.5871	144.923	Guam	Northern	6	20	15	10	6	Oceania	12.4342
TPZAN062-18	BOLD:AAC3626	Anura	24.4422	118.099	China	Northern	5	30	25	20	5	Asia	23.8744
WAFRA051-14	BOLD:ACM4053	Anura	-3.083	10.437	Gabon	Southern	8	0	-5	-10	8	Africa	-5.04883
WAFRA183-14	BOLD:ACM4102	Anura	-3.253	10.553	Gabon	Southern	8	0	-5	-10	8	Africa	-5.04883
WAFRA201-14	BOLD:ACM4102	Anura	-3.239	10.592	Gabon	Southern	8	0	-5	-10	8	Africa	-5.04883
WAFRA356-14	BOLD:ACM4237	Anura	-2.736	10.014	Gabon	Southern	8	0	-5	-10	8	Africa	-5.04883
WAFRA481-14	BOLD:ACM4608	Anura	-2.6787	13.5872	Republic of the Congo	Southern	8	0	-5	-10	8	Africa	-5.04883
WAMAL206-10	BOLD:AAT9165	Anura	-15.3611	129.13	Australia	Southern	9	-10	-15	-20	9	Oceania	-15.5944
WAMAL356-10	BOLD:AAT9134	Anura	-28.9333	114.8	Australia	Southern	10	-20	-25	-30	10	Oceania	-23.88
WAMAM1001-10	BOLD:AAM2706	Anura	-24.8125	113.793	Australia	Southern	10	-20	-25	-30	10	Oceania	-23.88
WAMID008-10	BOLD:AAT9575	Anura	-8.6833	115.567	Indonesia	Southern	8	0	-5	-10	8	Asia	-5.04883
WAMID179-10	BOLD:AAT9082	Anura	-10.1666	123.467	Indonesia	Southern	9	-10	-15	-20	9	Asia	-15.5944
ABR941-13	BOLD:ACK0120	Anura	9.061	-77.98	Panama	Northern	7	10	5	0	7	Americas	7.756
AMPAS104-05	BOLD:AAB9500	Anura	43.5629	-80.294	Canada	Northern	3	50	45	40	3	Americas	43.0306
BIFZH214-17	BOLD:ADO4474	Anura	-3.35346	133.831	Indonesia	Southern	8	0	-5	-10	8	Asia	-5.04883
BIFZH301-17	BOLD:ADO0053	Anura	-4.03649	133.07	Indonesia	Southern	8	0	-5	-10	8	Asia	-5.04883
BIFZH331-17	BOLD:ADN4756	Anura	-4.03649	133.07	Indonesia	Southern	8	0	-5	-10	8	Asia	-5.04883
BSAMP352-07	BOLD:AAB4663	Anura	8.667	-80.592	Panama	Northern	7	10	5	0	7	Americas	7.756
DBABA372-12	BOLD:AAI9592	Anura	0.187	-56.862	Brazil	Northern	7	10	5	0	7	Americas	7.756
DBNGF157-10	BOLD:AAZ3800	Anura	-5.81483	145.156	Papua New Guinea	Southern	8	0	-5	-10	8	Oceania	-5.04883
DBNGF205-10	BOLD:AAZ3806	Anura	-5.81483	145.156	Papua New Guinea	Southern	8	0	-5	-10	8	Oceania	-5.04883
DBNGF381-10	BOLD:AAZ4253	Anura	-5.7375	145.27	Papua New Guinea	Southern	8	0	-5	-10	8	Oceania	-5.04883
FBHER008-09	BOLD:AAL6663	Anura	48.772	11.265	Germany	Northern	3	50	45	40	3	Europe	43.0306
GBAAW60348-24	BOLD:AAE9581	Anura	2.99	-76.4	Colombia	Northern	7	10	5	0	7	Americas	7.756
GBAP12338-19	BOLD:ACC6241	Anura	-1.56427	-78.463	Ecuador	Southern	8	0	-5	-10	8	Americas	-5.04883
GBAP2369-13	BOLD:AAF4233	Anura	40.365	-3.65163	Spain	Northern	3	50	45	40	3	Europe	43.0306
GBAP3793-13	BOLD:ACH7695	Anura	-35.7336	-71.5478	Chile	Southern	11	-30	-35	-40	11	Americas	-33.6166
GBAP3808-13	BOLD:ACI0708	Anura	-35.7336	-71.5478	Chile	Southern	11	-30	-35	-40	11	Americas	-33.6166
GBAP4378-13	BOLD:ACH7746	Anura	-19.0416	46.6849	Madagascar	Southern	9	-10	-15	-20	9	Africa	-15.5944
GBAP5391-15	BOLD:ACB3504	Anura	38.0733	104.691	China	Northern	4	40	35	30	4	Asia	38.0733
GBCOC15122-23	BOLD:AAB7344	Anura	29.4379	99.3497	China	Northern	5	30	25	20	5	Asia	23.8744
GBCOC2327-23	BOLD:ADC9938	Anura	40.2867	114.885	China	Northern	3	50	45	40	3	Asia	43.0306
GBCOC3229-23	BOLD:AAB7344	Anura	28.8288	87.3346	China	Northern	5	30	25	20	5	Asia	23.8744
GBMIN92067-17	BOLD:AAU3905	Anura	14.652	121.455	Philippines	Northern	6	20	15	10	6	Asia	12.4342
GBMNB2319-20	BOLD:ACA3667	Anura	-23.3675	-45.1428	Brazil	Southern	10	-20	-25	-30	10	Americas	-23.88
GBMND612-21	BOLD:AEH5954	Anura	-9.92417	-51.2383	Brazil	Southern	8	0	-5	-10	8	Americas	-5.04883
IMSAM043-09	BOLD:AAB3328	Anura	35.5719	-5.3722	Morocco	Northern	4	40	35	30	4	Africa	38.0733
IQHLM176-06	BOLD:AAA8333	Anura	1.2333	128.167	Indonesia	Northern	7	10	5	0	7	Asia	7.756
IQHLM250-06	BOLD:AAX5239	Anura	14.155	121.235	Philippines	Northern	6	20	15	10	6	Asia	12.4342
LIN160-06	BOLD:AAA6596	Anura	-1.45167	119.991	Indonesia	Southern	8	0	-5	-10	8	Asia	-5.04883
MXHER210-09	BOLD:AAB8400	Anura	19.501	-105.053	Mexico	Northern	6	20	15	10	6	Americas	12.4342
OBOJZ006-22	BOLD:AAC2139	Anura	48.547	20.531	Slovakia	Northern	3	50	45	40	3	Europe	43.0306
TPZAN024-18	BOLD:AAF5727	Anura	23.2353	120.392	Taiwan	Northern	5	30	25	20	5	Asia	23.8744
VTCOL115-18	BOLD:AAA7514	Anura	45.2349	-81.5192	Canada	Northern	3	50	45	40	3	Americas	43.0306
WAFRA409-14	BOLD:ABX2327	Anura	-2.784	10.106	Gabon	Southern	8	0	-5	-10	8	Africa	-5.04883
WAFRA451-14	BOLD:ACM4070	Anura	-2.4917	13.7167	Republic of the Congo	Southern	8	0	-5	-10	8	Africa	-5.04883
WAFRA496-14	BOLD:AEY9159	Anura	-2.7922	13.5187	Republic of the Congo	Southern	8	0	-5	-10	8	Africa	-5.04883
WAMAL156-10	BOLD:AAT9165	Anura	-17.068	125.248	Australia	Southern	9	-10	-15	-20	9	Oceania	-15.5944
WAMAL380-10	BOLD:AAT9366	Anura	-25.1316	113.768	Australia	Southern	10	-20	-25	-30	10	Oceania	-23.88
WAMAL586-10	BOLD:AAU1571	Anura	-15.65	128.767	Australia	Southern	9	-10	-15	-20	9	Oceania	-15.5944
WAMAM217-10	BOLD:AAU0530	Anura	-18.185	125.522	Australia	Southern	9	-10	-15	-20	9	Oceania	-15.5944
WAMAM516-10	BOLD:AAM1449	Anura	-33.8333	116.383	Australia	Southern	11	-30	-35	-40	11	Oceania	-33.6166
WAMID007-10	BOLD:AAT9575	Anura	-8.6833	115.567	Indonesia	Southern	8	0	-5	-10	8	Asia	-5.04883
WAMID033-10	BOLD:AAW0034	Anura	-8.2	114.967	Indonesia	Southern	8	0	-5	-10	8	Asia	-5.04883
WAMID256-10	BOLD:AAT9082	Anura	-10.1333	124.283	Indonesia	Southern	9	-10	-15	-20	9	Asia	-15.5944
WAMID284-10	BOLD:AAT9082	Anura	-10.1833	123.767	Indonesia	Southern	9	-10	-15	-20	9	Asia	-15.5944
ABAAP043-08	BOLD:AAC5952	Anura	38.673	48.644	Azerbaijan	Northern	4	40	35	30	4	Asia	38.0733
ABAAP077-08	BOLD:AAB9952	Anura	43.153	132.877	Russia	Northern	3	50	45	40	3	Europe	43.0306
ABR688-13	BOLD:AAA6462	Anura	8.035	-77.347	Panama	Northern	7	10	5	0	7	Americas	7.756
ABR904-13	BOLD:ACK0056	Anura	9.061	-77.98	Panama	Northern	7	10	5	0	7	Americas	7.756
AMPAS116-05	BOLD:AAC7230	Anura	42.5815	-80.3857	Canada	Northern	3	50	45	40	3	Americas	43.0306
BSAMP046-07	BOLD:AAI9342	Anura	8.667	-80.592	Panama	Northern	7	10	5	0	7	Americas	7.756
BSAMP1124-09	BOLD:AAA7558	Anura	9.265	-79.508	Panama	Northern	7	10	5	0	7	Americas	7.756
FBHER054-09	BOLD:AAJ8500	Anura	48.281	11.414	Germany	Northern	3	50	45	40	3	Europe	43.0306
FCWS006-21	BOLD:AAT9575	Anura	-0.152	100.662	Indonesia	Southern	8	0	-5	-10	8	Asia	-5.04883
GBAAW73138-24	BOLD:AGE7671	Anura	5.13	-75.49	Colombia	Northern	7	10	5	0	7	Americas	7.756
GBAP11701-19	BOLD:AEH8753	Anura	4.18775	-72.6445	Colombia	Northern	7	10	5	0	7	Americas	7.756
GBAP3961-13	BOLD:ACI1830	Anura	2.6381	-76.915	Colombia	Northern	7	10	5	0	7	Americas	7.756
GBAP4981-15	BOLD:ACB3504	Anura	38.0733	104.691	China	Northern	4	40	35	30	4	Asia	38.0733
GBAP5334-15	BOLD:ACB3504	Anura	38.0733	104.691	China	Northern	4	40	35	30	4	Asia	38.0733
GBAP5343-15	BOLD:ACB3504	Anura	38.0733	104.691	China	Northern	4	40	35	30	4	Asia	38.0733
GBCOC13882-23	BOLD:AFS7569	Anura	19.13	103.78	Laos	Northern	6	20	15	10	6	Asia	12.4342
GBCOC15113-23	BOLD:AAB7344	Anura	29.4379	99.3497	China	Northern	5	30	25	20	5	Asia	23.8744
GBCOC2345-23	BOLD:ADC9938	Anura	35.6288	113.607	China	Northern	4	40	35	30	4	Asia	38.0733
GBMIN91947-17	BOLD:ACT3970	Anura	38.0733	104.691	China	Northern	4	40	35	30	4	Asia	38.0733
GBMNA13997-19	BOLD:ADC9232	Anura	38.0733	104.691	China	Northern	4	40	35	30	4	Asia	38.0733
GBMNA14005-19	BOLD:AAE2553	Anura	38.0733	104.691	China	Northern	4	40	35	30	4	Asia	38.0733
GBMND1007-21	BOLD:ABY6883	Anura	-16.9456	-50.4292	Brazil	Southern	9	-10	-15	-20	9	Americas	-15.5944
GBMND717-21	BOLD:ACA3497	Anura	-23.3691	-44.8263	Brazil	Southern	10	-20	-25	-30	10	Americas	-23.88
IMSAM625-12	BOLD:ACB4399	Anura	42.7338	2.12628	France	Northern	3	50	45	40	3	Europe	43.0306
LIN013-06	BOLD:AAA3769	Anura	0.55081	123.176	Indonesia	Northern	7	10	5	0	7	Asia	7.756
LIN436-07	BOLD:AAW7584	Anura	5.6	38.9	Ethiopia	Northern	7	10	5	0	7	Africa	7.756
RNOCF389-17	BOLD:ADI0918	Anura	-21.264	47.4183	Madagascar	Southern	10	-20	-25	-30	10	Africa	-23.88
TPZAN060-18	BOLD:AAC3625	Anura	22.1033	120.847	Taiwan	Northern	5	30	25	20	5	Asia	23.8744
TPZAN144-18	BOLD:AAX0687	Anura	22.1264	120.797	Taiwan	Northern	5	30	25	20	5	Asia	23.8744
WAFRA537-14	BOLD:ACM4529	Anura	-2.5442	13.5327	Republic of the Congo	Southern	8	0	-5	-10	8	Africa	-5.04883
WAMAL051-10	BOLD:AAT9165	Anura	-16.418	126.103	Australia	Southern	9	-10	-15	-20	9	Oceania	-15.5944
WAMAL351-10	BOLD:AAT9130	Anura	-28.7333	115	Australia	Southern	10	-20	-25	-30	10	Oceania	-23.88
WAMAL680-10	BOLD:AAT9366	Anura	-24.8738	113.637	Australia	Southern	10	-20	-25	-30	10	Oceania	-23.88
WAMAM249-10	BOLD:AAM2405	Anura	-14.0813	126.375	Australia	Southern	9	-10	-15	-20	9	Oceania	-15.5944
WAMID081-10	BOLD:AAT9575	Anura	-8.8	117.367	Indonesia	Southern	8	0	-5	-10	8	Asia	-5.04883
ABR127-13	BOLD:ACT2287	Anura	8.799	-78.462	Panama	Northern	7	10	5	0	7	Americas	7.756
AMPSA027-12	BOLD:ABX2327	Anura	-8.75722	31.1144	Zambia	Southern	8	0	-5	-10	8	Africa	-5.04883
BSACU087-11	BOLD:AAT9115	Anura	20.044	-76.895	Cuba	Northern	5	30	25	20	5	Americas	23.8744
BSAMP199-07	BOLD:AAD0938	Anura	8.667	-80.592	Panama	Northern	7	10	5	0	7	Americas	7.756
BSAMP852-09	BOLD:AAA7558	Anura	9.231	-79.403	Panama	Northern	7	10	5	0	7	Americas	7.756
BSECO135-11	BOLD:ABA1440	Anura	5.201	-73.1834	Colombia	Northern	7	10	5	0	7	Americas	7.756
DBABA530-12	BOLD:ACA3793	Anura	-32.142	-52.139	Brazil	Southern	11	-30	-35	-40	11	Americas	-33.6166
DBABA727-12	BOLD:ACA3609	Anura	-22.482	-43.127	Brazil	Southern	10	-20	-25	-30	10	Americas	-23.88
DBNGF323-10	BOLD:AAZ4255	Anura	-5.73131	145.275	Papua New Guinea	Southern	8	0	-5	-10	8	Oceania	-5.04883
DBNGF355-10	BOLD:AAZ4254	Anura	-5.73131	145.275	Papua New Guinea	Southern	8	0	-5	-10	8	Oceania	-5.04883
EVACW007-12	BOLD:ACA9519	Anura	8.004	-78.349	Panama	Northern	7	10	5	0	7	Americas	7.756
GBAAW48357-24	BOLD:AAE9581	Anura	5.12	-76	Colombia	Northern	7	10	5	0	7	Americas	7.756
GBAP1923-13	BOLD:ACH3702	Anura	-19.0416	46.6849	Madagascar	Southern	9	-10	-15	-20	9	Africa	-15.5944
GBAP1937-13	BOLD:ACH3642	Anura	-19.0416	46.6849	Madagascar	Southern	9	-10	-15	-20	9	Africa	-15.5944
